post_id,comment_id,reply_id,duplicate_post,duplicate_comment,duplicate_reply
2834204920443384430,18029416589114869,,False,False,False
2834204920443384430,18013022657218557,,False,False,False
2834204920443384430,17969777447677304,,False,False,False
2834204920443384430,18097371664359141,,False,False,False
2834204920443384430,18187034608249283,,False,False,False
2834204920443384430,17936899646106846,,False,False,False
2834204920443384430,17911327718498819,,False,False,False
2834204920443384430,17893788509624372,,False,False,False
2834204920443384430,17952601042876458,,False,False,False
2834204920443384430,18157661749222202,17958493396692716,False,False,False
2834204920443384430,17949289486788408,,False,False,False
2834204920443384430,17915149970517619,,False,False,False
2834204920443384430,17943094654896402,,False,False,False
2834204920443384430,17936364197001897,,False,False,False
2834204920443384430,17903677370566130,,False,False,False
2834204920443384430,18013045783396576,,False,False,False
2834204920443384430,18156508648246940,,False,False,False
2834204920443384430,17926920053150437,,False,False,False
2834204920443384430,17948271559813197,,False,False,False
2834204920443384430,17930197622247047,,False,False,False
2834204920443384430,18035210614352696,17911415210391099,False,False,False
2834204920443384430,18033962326356224,,False,False,False
2834204920443384430,17874134828690771,,False,False,False
2834204920443384430,18045737371335234,,False,False,False
2834204920443384430,18013234696402595,,False,False,False
2834204920443384430,17928966896246706,,False,False,False
2834204920443384430,18029416589114869,,False,True,False
2834204920443384430,18013022657218557,,False,True,False
2834204920443384430,17969777447677304,,False,True,False
2834204920443384430,18097371664359141,,False,True,False
2834204920443384430,18187034608249283,,False,True,False
2834204920443384430,17936899646106846,,False,True,False
2834204920443384430,17911327718498819,,False,True,False
2834204920443384430,17893788509624372,,False,True,False
2834204920443384430,17952601042876458,,False,True,False
2834204920443384430,18157661749222202,17958493396692716,False,True,True
2834204920443384430,17949289486788408,,False,True,False
2834204920443384430,17915149970517619,,False,True,False
2834204920443384430,17943094654896402,,False,True,False
2834204920443384430,17936364197001897,,False,True,False
2834204920443384430,17903677370566130,,False,True,False
2834204920443384430,18013045783396576,,False,True,False
2834204920443384430,18156508648246940,,False,True,False
2834204920443384430,17926920053150437,,False,True,False
2834204920443384430,17948271559813197,,False,True,False
2834204920443384430,17930197622247047,,False,True,False
2834204920443384430,18035210614352696,17911415210391099,False,True,True
2834204920443384430,18033962326356224,,False,True,False
2834204920443384430,17874134828690771,,False,True,False
2834204920443384430,18045737371335234,,False,True,False
2834204920443384430,18013234696402595,,False,True,False
2834204920443384430,17928966896246706,,False,True,False
2870599192042028416,,,False,False,False
2869194723794369710,17947532198060223,,False,False,False
2869194723794369710,17923288754320486,,False,False,False
2869194723794369710,17942203918996654,,False,False,False
2869194723794369710,18184453486200436,,False,False,False
2869194723794369710,17982600202535539,,False,False,False
2869194723794369710,17923947482513159,,False,False,False
2869194723794369710,18204886285081520,,False,False,False
2869194723794369710,17947532198060223,,False,True,False
2869194723794369710,17923288754320486,,False,True,False
2869194723794369710,17942203918996654,,False,True,False
2869194723794369710,18184453486200436,,False,True,False
2869194723794369710,17982600202535539,,False,True,False
2869194723794369710,17923947482513159,,False,True,False
2869194723794369710,18204886285081520,,False,True,False
2867592898569858725,18180133240171246,18163311106244226,False,False,False
2867592898569858725,18180133240171246,18163311106244226,False,True,True
2866936052804901134,,,False,False,False
2866157105120864839,17857586390766667,,False,False,False
2866157105120864839,17924650208299533,,False,False,False
2866157105120864839,17930883758337368,,False,False,False
2866157105120864839,17857586390766667,,False,True,False
2866157105120864839,17924650208299533,,False,True,False
2866157105120864839,17930883758337368,,False,True,False
2865636849818320982,,,False,False,False
2864858632362911535,17924060507395146,,False,False,False
2864858632362911535,17945818612904069,,False,False,False
2864858632362911535,17924060507395146,,False,True,False
2864858632362911535,17945818612904069,,False,True,False
2862521939718823371,18171071911208084,,False,False,False
2862521939718823371,18171071911208084,,False,True,False
2861925372879488763,17854593605747931,,False,False,False
2861925372879488763,17936040563278952,,False,False,False
2861925372879488763,17854593605747931,,False,True,False
2861925372879488763,17936040563278952,,False,True,False
2861243896668771290,17992926679444940,,False,False,False
2861243896668771290,18224929942133086,,False,False,False
2861243896668771290,17881382990678482,,False,False,False
2861243896668771290,17897222102627862,17922867671308955,False,False,False
2861243896668771290,17992926679444940,,False,True,False
2861243896668771290,18224929942133086,,False,True,False
2861243896668771290,17881382990678482,,False,True,False
2861243896668771290,17897222102627862,17922867671308955,False,True,True
2860354274413731440,17938030058157132,,False,False,False
2860354274413731440,17975934250577787,,False,False,False
2860354274413731440,17938030058157132,,False,True,False
2860354274413731440,17975934250577787,,False,True,False
2859701414403321643,,,False,False,False
2857717498687601049,17953993384764291,,False,False,False
2857717498687601049,17953993384764291,,False,True,False
2854068555357427587,17947187129116758,17974396834674580,False,False,False
2854068555357427587,17912523362453665,,False,False,False
2854068555357427587,17944688426066805,,False,False,False
2854068555357427587,17972850946604437,,False,False,False
2854068555357427587,18010015243418178,,False,False,False
2854068555357427587,17855515913765646,,False,False,False
2854068555357427587,17921340629425839,,False,False,False
2854068555357427587,17916730964350562,,False,False,False
2854068555357427587,17942369537034868,,False,False,False
2854068555357427587,17918027480519431,,False,False,False
2854068555357427587,17946392569880115,17942350136034992,False,False,False
2854068555357427587,17945632765990953,,False,False,False
2854068555357427587,17934005708237820,,False,False,False
2854068555357427587,18076391308305298,,False,False,False
2854068555357427587,17907952181491054,,False,False,False
2854068555357427587,17949772219906800,,False,False,False
2854068555357427587,17868376088718769,,False,False,False
2854068555357427587,17993410624476167,,False,False,False
2854068555357427587,17964580924664011,,False,False,False
2854068555357427587,17949745765837815,,False,False,False
2854068555357427587,17943618370923746,,False,False,False
2854068555357427587,17925785519235282,,False,False,False
2854068555357427587,18010699405411765,,False,False,False
2854068555357427587,17913143018424841,,False,False,False
2854068555357427587,18167125576235055,,False,False,False
2854068555357427587,17926458704363556,,False,False,False
2854068555357427587,17951602282790067,,False,False,False
2854068555357427587,17889177821597025,,False,False,False
2854068555357427587,18021212854366166,,False,False,False
2854068555357427587,17946661708960252,,False,False,False
2854068555357427587,17907504557590432,,False,False,False
2854068555357427587,17954600032853685,,False,False,False
2854068555357427587,17895545126629195,,False,False,False
2854068555357427587,18142504456248864,,False,False,False
2854068555357427587,17958858355702589,,False,False,False
2854068555357427587,17994490033467520,,False,False,False
2854068555357427587,18021512893389512,,False,False,False
2854068555357427587,18140307727271135,,False,False,False
2854068555357427587,17958437992802073,,False,False,False
2854068555357427587,17932654397270579,,False,False,False
2854068555357427587,18016721896392579,,False,False,False
2854068555357427587,18297377776014294,,False,False,False
2854068555357427587,17880645968676348,,False,False,False
2854068555357427587,18170220385210542,,False,False,False
2854068555357427587,18284436886071044,,False,False,False
2854068555357427587,17959336696753623,,False,False,False
2854068555357427587,17928829931163083,,False,False,False
2854068555357427587,17869193288712498,,False,False,False
2854068555357427587,17938056731147962,,False,False,False
2854068555357427587,17933689202328064,,False,False,False
2854068555357427587,17922431225454445,,False,False,False
2854068555357427587,17963405968677839,,False,False,False
2854068555357427587,18035244559360460,,False,False,False
2854068555357427587,18162111649222565,,False,False,False
2854068555357427587,17947041214952742,,False,False,False
2854068555357427587,17940571313104259,,False,False,False
2854068555357427587,17947622212950441,,False,False,False
2854068555357427587,17933406503220298,,False,False,False
2854068555357427587,17865049793727059,,False,False,False
2854068555357427587,17924506106251997,,False,False,False
2854068555357427587,17973525556586947,,False,False,False
2854068555357427587,17930009795156759,,False,False,False
2854068555357427587,17846454311777156,,False,False,False
2854068555357427587,17975425558565857,,False,False,False
2854068555357427587,17958109759720728,,False,False,False
2854068555357427587,18167498971238785,,False,False,False
2854068555357427587,17985661069504300,,False,False,False
2854068555357427587,17892900428571705,,False,False,False
2854068555357427587,17963534704708987,,False,False,False
2854068555357427587,18029687872372092,,False,False,False
2854068555357427587,17996934886459715,,False,False,False
2854068555357427587,18126109759285235,,False,False,False
2854068555357427587,17925711257344720,,False,False,False
2854068555357427587,18298252261045935,,False,False,False
2854068555357427587,17932169753265165,,False,False,False
2854068555357427587,17941672538084851,,False,False,False
2854068555357427587,18009752938419130,,False,False,False
2854068555357427587,17950517476928309,,False,False,False
2854068555357427587,17947187129116758,17974396834674580,False,True,True
2854068555357427587,17912523362453665,,False,True,False
2854068555357427587,17944688426066805,,False,True,False
2854068555357427587,17972850946604437,,False,True,False
2854068555357427587,18010015243418178,,False,True,False
2854068555357427587,17855515913765646,,False,True,False
2854068555357427587,17921340629425839,,False,True,False
2854068555357427587,17916730964350562,,False,True,False
2854068555357427587,17942369537034868,,False,True,False
2854068555357427587,17918027480519431,,False,True,False
2854068555357427587,17946392569880115,17942350136034992,False,True,True
2854068555357427587,17945632765990953,,False,True,False
2854068555357427587,17934005708237820,,False,True,False
2854068555357427587,18076391308305298,,False,True,False
2854068555357427587,17907952181491054,,False,True,False
2854068555357427587,17949772219906800,,False,True,False
2854068555357427587,17868376088718769,,False,True,False
2854068555357427587,17993410624476167,,False,True,False
2854068555357427587,17964580924664011,,False,True,False
2854068555357427587,17949745765837815,,False,True,False
2854068555357427587,17943618370923746,,False,True,False
2854068555357427587,17925785519235282,,False,True,False
2854068555357427587,18010699405411765,,False,True,False
2854068555357427587,17913143018424841,,False,True,False
2854068555357427587,18167125576235055,,False,True,False
2854068555357427587,17926458704363556,,False,True,False
2854068555357427587,17951602282790067,,False,True,False
2854068555357427587,17889177821597025,,False,True,False
2854068555357427587,18021212854366166,,False,True,False
2854068555357427587,17946661708960252,,False,True,False
2854068555357427587,17907504557590432,,False,True,False
2854068555357427587,17954600032853685,,False,True,False
2854068555357427587,17895545126629195,,False,True,False
2854068555357427587,18142504456248864,,False,True,False
2854068555357427587,17958858355702589,,False,True,False
2854068555357427587,17994490033467520,,False,True,False
2854068555357427587,18021512893389512,,False,True,False
2854068555357427587,18140307727271135,,False,True,False
2854068555357427587,17958437992802073,,False,True,False
2854068555357427587,17932654397270579,,False,True,False
2854068555357427587,18016721896392579,,False,True,False
2854068555357427587,18297377776014294,,False,True,False
2854068555357427587,17880645968676348,,False,True,False
2854068555357427587,18170220385210542,,False,True,False
2854068555357427587,18284436886071044,,False,True,False
2854068555357427587,17959336696753623,,False,True,False
2854068555357427587,17928829931163083,,False,True,False
2854068555357427587,17869193288712498,,False,True,False
2854068555357427587,17938056731147962,,False,True,False
2854068555357427587,17933689202328064,,False,True,False
2854068555357427587,17922431225454445,,False,True,False
2854068555357427587,17963405968677839,,False,True,False
2854068555357427587,18035244559360460,,False,True,False
2854068555357427587,18162111649222565,,False,True,False
2854068555357427587,17947041214952742,,False,True,False
2854068555357427587,17940571313104259,,False,True,False
2854068555357427587,17947622212950441,,False,True,False
2854068555357427587,17933406503220298,,False,True,False
2854068555357427587,17865049793727059,,False,True,False
2854068555357427587,17924506106251997,,False,True,False
2854068555357427587,17973525556586947,,False,True,False
2854068555357427587,17930009795156759,,False,True,False
2854068555357427587,17846454311777156,,False,True,False
2854068555357427587,17975425558565857,,False,True,False
2854068555357427587,17958109759720728,,False,True,False
2854068555357427587,18167498971238785,,False,True,False
2854068555357427587,17985661069504300,,False,True,False
2854068555357427587,17892900428571705,,False,True,False
2854068555357427587,17963534704708987,,False,True,False
2854068555357427587,18029687872372092,,False,True,False
2854068555357427587,17996934886459715,,False,True,False
2854068555357427587,18126109759285235,,False,True,False
2854068555357427587,17925711257344720,,False,True,False
2854068555357427587,18298252261045935,,False,True,False
2854068555357427587,17932169753265165,,False,True,False
2854068555357427587,17941672538084851,,False,True,False
2854068555357427587,18009752938419130,,False,True,False
2854068555357427587,17950517476928309,,False,True,False
2848781995321917581,17973585412582813,,False,False,False
2848781995321917581,17853352580766101,,False,False,False
2848781995321917581,18241461040102343,,False,False,False
2848781995321917581,17953748563873530,,False,False,False
2848781995321917581,17964183640659841,,False,False,False
2848781995321917581,17973585412582813,,False,True,False
2848781995321917581,17853352580766101,,False,True,False
2848781995321917581,18241461040102343,,False,True,False
2848781995321917581,17953748563873530,,False,True,False
2848781995321917581,17964183640659841,,False,True,False
2844556044853796030,17932732472195857,17955655840823359,False,False,False
2844556044853796030,17932732472195857,17955655840823359,False,True,True
2843122969666012515,,,False,False,False
2842963153379214747,17921167184385520,,False,False,False
2842963153379214747,17930299316198601,,False,False,False
2842963153379214747,18219072718132536,,False,False,False
2842963153379214747,17950474426779504,,False,False,False
2842963153379214747,17931930110214005,,False,False,False
2842963153379214747,17939498632975464,,False,False,False
2842963153379214747,17971395520546093,,False,False,False
2842963153379214747,17921167184385520,,False,True,False
2842963153379214747,17930299316198601,,False,True,False
2842963153379214747,18219072718132536,,False,True,False
2842963153379214747,17950474426779504,,False,True,False
2842963153379214747,17931930110214005,,False,True,False
2842963153379214747,17939498632975464,,False,True,False
2842963153379214747,17971395520546093,,False,True,False
2839496390079675937,17953865038835423,,False,False,False
2839496390079675937,17953865038835423,,False,True,False
2839469145214465810,18223745905188675,,False,False,False
2839469145214465810,18223745905188675,,False,True,False
2838212671423192448,18012197326406920,,False,False,False
2838212671423192448,17963319877645574,,False,False,False
2838212671423192448,17935997720018572,,False,False,False
2838212671423192448,17905058414564322,,False,False,False
2838212671423192448,18059032474310810,,False,False,False
2838212671423192448,17893455494628967,,False,False,False
2838212671423192448,18012197326406920,,False,True,False
2838212671423192448,17963319877645574,,False,True,False
2838212671423192448,17935997720018572,,False,True,False
2838212671423192448,17905058414564322,,False,True,False
2838212671423192448,18059032474310810,,False,True,False
2838212671423192448,17893455494628967,,False,True,False
2837336754314083418,18082848166365641,,False,False,False
2837336754314083418,17988085093500795,,False,False,False
2837336754314083418,17962530136656044,,False,False,False
2837336754314083418,17976114109544498,,False,False,False
2837336754314083418,17948746114812066,,False,False,False
2837336754314083418,17929634561109390,,False,False,False
2837336754314083418,17954230408831309,,False,False,False
2837336754314083418,17935869428137500,,False,False,False
2837336754314083418,18017332651380635,,False,False,False
2837336754314083418,17947772848911525,,False,False,False
2837336754314083418,18163323952233358,,False,False,False
2837336754314083418,18227739256190161,,False,False,False
2837336754314083418,17948920303921356,,False,False,False
2837336754314083418,17960185498688030,,False,False,False
2837336754314083418,17941290371014287,,False,False,False
2837336754314083418,17947314331909099,,False,False,False
2837336754314083418,18082848166365641,,False,True,False
2837336754314083418,17988085093500795,,False,True,False
2837336754314083418,17962530136656044,,False,True,False
2837336754314083418,17976114109544498,,False,True,False
2837336754314083418,17948746114812066,,False,True,False
2837336754314083418,17929634561109390,,False,True,False
2837336754314083418,17954230408831309,,False,True,False
2837336754314083418,17935869428137500,,False,True,False
2837336754314083418,18017332651380635,,False,True,False
2837336754314083418,17947772848911525,,False,True,False
2837336754314083418,18163323952233358,,False,True,False
2837336754314083418,18227739256190161,,False,True,False
2837336754314083418,17948920303921356,,False,True,False
2837336754314083418,17960185498688030,,False,True,False
2837336754314083418,17941290371014287,,False,True,False
2837336754314083418,17947314331909099,,False,True,False
2836457200831975119,17955548374808595,,False,False,False
2836457200831975119,17929362092324547,,False,False,False
2836457200831975119,17955548374808595,,False,True,False
2836457200831975119,17929362092324547,,False,True,False
2836406719145513056,,,False,False,False
2835722229477563460,17944544728955785,,False,False,False
2835722229477563460,18138433609254924,,False,False,False
2835722229477563460,17944544728955785,,False,True,False
2835722229477563460,18138433609254924,,False,True,False
2835057633007996181,18030069619362312,,False,False,False
2835057633007996181,17923216799353932,,False,False,False
2835057633007996181,17853204491757169,,False,False,False
2835057633007996181,17974415242514875,,False,False,False
2835057633007996181,17974804477553271,,False,False,False
2835057633007996181,17965007881628531,,False,False,False
2835057633007996181,18030069619362312,,False,True,False
2835057633007996181,17923216799353932,,False,True,False
2835057633007996181,17853204491757169,,False,True,False
2835057633007996181,17974415242514875,,False,True,False
2835057633007996181,17974804477553271,,False,True,False
2835057633007996181,17965007881628531,,False,True,False
2834593370900324280,18136707292257917,,False,False,False
2834593370900324280,18136707292257917,,False,True,False
2834363031384824999,17880207836696718,,False,False,False
2834363031384824999,17941329362050666,,False,False,False
2834363031384824999,17885412317643199,,False,False,False
2834363031384824999,17963183728647236,18233765155107856,False,False,False
2834363031384824999,17963183728647236,17940747602024803,False,False,False
2834363031384824999,17965557586617252,,False,False,False
2834363031384824999,17947210543901592,,False,False,False
2834363031384824999,18110745775304637,,False,False,False
2834363031384824999,18167796151228481,,False,False,False
2834363031384824999,17923854395345150,,False,False,False
2834363031384824999,18134592331257106,,False,False,False
2834363031384824999,17923436750470962,,False,False,False
2834363031384824999,17963113243640643,17968412662609498,False,False,False
2834363031384824999,17963113243640643,18296616595046344,False,False,False
2834363031384824999,17934336830033735,,False,False,False
2834363031384824999,17935380653140587,,False,False,False
2834363031384824999,18209176111150088,,False,False,False
2834363031384824999,17921808215375281,,False,False,False
2834363031384824999,17935339511127449,,False,False,False
2834363031384824999,17960755714674122,,False,False,False
2834363031384824999,17903719970578039,,False,False,False
2834363031384824999,17859609710736400,,False,False,False
2834363031384824999,17992135159461396,,False,False,False
2834363031384824999,17880207836696718,,False,True,False
2834363031384824999,17941329362050666,,False,True,False
2834363031384824999,17885412317643199,,False,True,False
2834363031384824999,17963183728647236,18233765155107856,False,True,True
2834363031384824999,17963183728647236,17940747602024803,False,True,True
2834363031384824999,17965557586617252,,False,True,False
2834363031384824999,17947210543901592,,False,True,False
2834363031384824999,18110745775304637,,False,True,False
2834363031384824999,18167796151228481,,False,True,False
2834363031384824999,17923854395345150,,False,True,False
2834363031384824999,18134592331257106,,False,True,False
2834363031384824999,17923436750470962,,False,True,False
2834363031384824999,17963113243640643,17968412662609498,False,True,True
2834363031384824999,17963113243640643,18296616595046344,False,True,True
2834363031384824999,17934336830033735,,False,True,False
2834363031384824999,17935380653140587,,False,True,False
2834363031384824999,18209176111150088,,False,True,False
2834363031384824999,17921808215375281,,False,True,False
2834363031384824999,17935339511127449,,False,True,False
2834363031384824999,17960755714674122,,False,True,False
2834363031384824999,17903719970578039,,False,True,False
2834363031384824999,17859609710736400,,False,True,False
2834363031384824999,17992135159461396,,False,True,False
2833640263045226077,17933755298312937,,False,False,False
2833640263045226077,18165617314231676,,False,False,False
2833640263045226077,17948044579914014,,False,False,False
2833640263045226077,17938777724082485,,False,False,False
2833640263045226077,17894677739531638,,False,False,False
2833640263045226077,17933755298312937,,False,True,False
2833640263045226077,18165617314231676,,False,True,False
2833640263045226077,17948044579914014,,False,True,False
2833640263045226077,17938777724082485,,False,True,False
2833640263045226077,17894677739531638,,False,True,False
2833194371748326771,18159507898218944,,False,False,False
2833194371748326771,17997039742444249,,False,False,False
2833194371748326771,17971940059565252,,False,False,False
2833194371748326771,18133997221265937,,False,False,False
2833194371748326771,18159507898218944,,False,True,False
2833194371748326771,17997039742444249,,False,True,False
2833194371748326771,17971940059565252,,False,True,False
2833194371748326771,18133997221265937,,False,True,False
2833100974798709813,17942710576989267,,False,False,False
2833100974798709813,18006711769412831,,False,False,False
2833100974798709813,17955324967839010,,False,False,False
2833100974798709813,17929138673251021,,False,False,False
2833100974798709813,17919650582291399,,False,False,False
2833100974798709813,18010215220406609,,False,False,False
2833100974798709813,18000636247441774,,False,False,False
2833100974798709813,17860328351731650,17909312171450646,False,False,False
2833100974798709813,17860328351731650,17889740864572670,False,False,False
2833100974798709813,17924513327498901,,False,False,False
2833100974798709813,18016098322388202,,False,False,False
2833100974798709813,17976291517535952,,False,False,False
2833100974798709813,17918732189422296,18295394518012142,False,False,False
2833100974798709813,17919110006397627,,False,False,False
2833100974798709813,18010019206406087,,False,False,False
2833100974798709813,17965430626621388,,False,False,False
2833100974798709813,17851629857740477,,False,False,False
2833100974798709813,17933180978298725,,False,False,False
2833100974798709813,17953764151723957,,False,False,False
2833100974798709813,17937527053987995,,False,False,False
2833100974798709813,17939907748921422,,False,False,False
2833100974798709813,18296641096029769,,False,False,False
2833100974798709813,17872093808687192,,False,False,False
2833100974798709813,17967163516615123,,False,False,False
2833100974798709813,18198533281082481,,False,False,False
2833100974798709813,17939245774942638,,False,False,False
2833100974798709813,17928546017324068,,False,False,False
2833100974798709813,17939073496943851,,False,False,False
2833100974798709813,17899828211605908,,False,False,False
2833100974798709813,17997449047444325,,False,False,False
2833100974798709813,17974848106502518,,False,False,False
2833100974798709813,18176710120204551,,False,False,False
2833100974798709813,17969731312591612,,False,False,False
2833100974798709813,17955897805780638,,False,False,False
2833100974798709813,17923843568472076,,False,False,False
2833100974798709813,18291521008051069,,False,False,False
2833100974798709813,18309871237048341,,False,False,False
2833100974798709813,17929426661245122,,False,False,False
2833100974798709813,17960238259674436,,False,False,False
2833100974798709813,18207690871144282,,False,False,False
2833100974798709813,18178970626201126,,False,False,False
2833100974798709813,18136120021256561,,False,False,False
2833100974798709813,18293309194016093,,False,False,False
2833100974798709813,17913374396355688,,False,False,False
2833100974798709813,17970900589584154,,False,False,False
2833100974798709813,17957624260742182,,False,False,False
2833100974798709813,17859908042733662,,False,False,False
2833100974798709813,17925382748480316,,False,False,False
2833100974798709813,17949957784885979,,False,False,False
2833100974798709813,17905828832486449,,False,False,False
2833100974798709813,17972508220525194,,False,False,False
2833100974798709813,18294980410062068,,False,False,False
2833100974798709813,17869665830697741,,False,False,False
2833100974798709813,18294496570036398,,False,False,False
2833100974798709813,18296560228038357,,False,False,False
2833100974798709813,17957890840697059,,False,False,False
2833100974798709813,18165425812211160,,False,False,False
2833100974798709813,17902687688591822,,False,False,False
2833100974798709813,17922735608363325,,False,False,False
2833100974798709813,17942710576989267,,False,True,False
2833100974798709813,18006711769412831,,False,True,False
2833100974798709813,17955324967839010,,False,True,False
2833100974798709813,17929138673251021,,False,True,False
2833100974798709813,17919650582291399,,False,True,False
2833100974798709813,18010215220406609,,False,True,False
2833100974798709813,18000636247441774,,False,True,False
